vx,vy,v_out,ideal,err
0.05,0.7999999999999999,1.28215394,1.274414647690234,0.007739292309765888
0.1,0.7999999999999999,1.33551634,1.3283144693898576,0.007201870610142436
0.15,0.7999999999999999,1.39152971,1.384977794042493,0.006551915957506926
0.2,0.7999999999999999,1.45032126,1.4445463094743798,0.005774950525620159
0.25,0.7999999999999999,1.51202386,1.5071689680019513,0.0048548919980486716
0.3,0.7999999999999999,1.5767762,1.5730023588902131,0.0037738411097869573
0.35,0.7999999999999999,1.64472305,1.642211099907467,0.002511950092533022
0.4,0.7999999999999999,1.71601543,1.7149682489554803,0.0010471810445196184
0.45,0.7999999999999999,1.79081081,1.7914557368043786,-0.0006449268043786649
0.5,0.7999999999999999,1.86927334,1.8718648220143381,-0.002591482014338231
0.55,0.7999999999999999,1.95157405,1.9563965691816052,-0.004822519181605145
0.6,0.7999999999999999,2.03789106,2.045262351704719,-0.007371291704718619
0.65,0.7999999999999999,2.12840976,2.138684380328106,-0.01027462032810611
0.7,0.7999999999999999,2.22332301,2.2368962587846863,-0.013573248784686243
0.75,0.7999999999999999,2.32283136,2.3401435679268845,-0.017312207926884593
0.8,0.7999999999999999,2.42714319,2.4486844798066776,-0.0215412898066778
0.85,0.7999999999999999,2.53647492,2.5627904032402005,-0.02631548324020061
0.9,0.7999999999999999,2.65105115,2.6827466624711596,-0.03169551247115976
0.95,0.7999999999999999,2.77110481,2.8088532106300557,-0.03774840063005547
1.0,0.7999999999999999,2.8968773,2.941425379773255,-0.04454807977325492
-1.0,0.8999999999999999,0.479713596,0.4732399568292687,0.0064736391707312935
-0.95,0.8999999999999999,0.498751709,0.4921015391123276,0.006650169887672364
-0.9,0.8999999999999999,0.518755205,0.5119301753984256,0.006825029601574495
-0.85,0.8999999999999999,0.539772459,0.532775447606553,0.006997011393446995
-0.8,0.8999999999999999,0.56185421,0.554689479775048,0.0071647302249520095
-0.75,0.8999999999999999,0.585053672,0.5777270683988411,0.0073266036011588875
-0.7,0.8999999999999999,0.609426644,0.601945819449236,0.0074808245507640425
-0.65,0.8999999999999999,0.635031633,0.6274062924188425,0.0076253405811574915
-0.6,0.8999999999999999,0.661929971,0.6541721517518528,0.007757819248147113
-0.55,0.8999999999999999,0.690185949,0.6823103260383131,0.007875622961686868
-0.5,0.8999999999999999,0.719866942,0.7118911753704599,0.007975766629540137
-0.45,0.8999999999999999,0.751043552,0.7429886672795998,0.008054884720400168
-0.4,0.8999999999999999,0.783789749,0.7756805616934658,0.008109187306534205
-0.35,0.8999999999999999,0.818183014,0.8100486053765399,0.008134408623460154
-0.3,0.8999999999999999,0.854304494,0.8461787363395443,0.008125757660455646
-0.25,0.8999999999999999,0.892239161,0.8841612987292313,0.008077862270768676
-0.2,0.8999999999999999,0.932075968,0.9240912687358083,0.007984699264191764
-0.15,0.8999999999999999,0.973908019,0.9660684920828843,0.007839526917115758
-0.1,0.8999999999999999,1.01783274,1.0101979336937859,0.007634806306214159
-0.05,0.8999999999999999,1.06395207,1.0565899401585404,0.007362129841459675
2.91433544e-16,0.8999999999999999,1.11237259,1.1053605156578266,0.0070120743421735465
0.05,0.8999999999999999,1.16320579,1.1566316120338505,0.006574177966149453
0.1,0.8999999999999999,1.21656819,1.210531433733474,0.006036756266526
0.15,0.8999999999999999,1.27258156,1.2671947583861094,0.005386801613890491
0.2,0.8999999999999999,1.33137311,1.3267632738179962,0.004609836182003724
0.25,0.8999999999999999,1.3930757,1.3893859323455677,0.0036897676544322966
0.3,0.8999999999999999,1.45782805,1.4552193232338295,0.0026087267661705216
0.35,0.8999999999999999,1.5257749,1.5244280642510835,0.001346835748916586
0.4,0.8999999999999999,1.59706728,1.5971852132990967,-0.00011793329909659533
0.45,0.8999999999999999,1.67186265,1.673672701147995,-0.0018100511479950399
0.5,0.8999999999999999,1.75032519,1.7540817863579545,-0.003756596357954445
0.55,0.8999999999999999,1.8326259,1.8386135335252216,-0.005987633525221581
0.6,0.8999999999999999,1.91894291,1.9274793160483352,-0.008536406048335277
0.65,0.8999999999999999,2.00946161,2.0209013446717226,-0.011439734671722768
0.7,0.8999999999999999,2.10437486,2.119113223128303,-0.0147383631283029
0.75,0.8999999999999999,2.20388321,2.222360532270501,-0.01847732227050125
0.8,0.8999999999999999,2.30819504,2.330901444150294,-0.022706404150294013
0.85,0.8999999999999999,2.41752677,2.445007367583817,-0.027480597583817268
0.9,0.8999999999999999,2.532103,2.564963626814776,-0.03286062681477597
0.95,0.8999999999999999,2.65215666,2.6910701749736723,-0.038913514973672125
1.0,0.8999999999999999,2.77792914,2.8236423441168714,-0.04571320411687152
-1.0,0.9999999999999999,0.373315032,0.36787944117144245,0.005435590828557546
-0.95,0.9999999999999999,0.392353146,0.38674102345450134,0.005612122545498643
-0.9,0.9999999999999999,0.412356642,0.4065696597405992,0.005786982259400775
-0.85,0.9999999999999999,0.433373896,0.42741493194872676,0.005958964051273219
-0.8,0.9999999999999999,0.455455647,0.4493289641172217,0.006126682882778345
-0.75,0.9999999999999999,0.478655109,0.4723665527410148,0.006288556258985223
-0.7,0.9999999999999999,0.503028081,0.49658530379140964,0.006442777208590322
-0.65,0.9999999999999999,0.528633069,0.5220457767610162,0.0065872922389837996
-0.6,0.9999999999999999,0.555531408,0.5488116360940265,0.006719771905973504
-0.55,0.9999999999999999,0.583787385,0.5769498103804868,0.006837574619513287
-0.5,0.9999999999999999,0.613468378,0.6065306597126335,0.006937718287366446
-0.45,0.9999999999999999,0.644644989,0.6376281516217734,0.007016837378226559
-0.4,0.9999999999999999,0.677391185,0.6703200460356394,0.007071138964360513
-0.35,0.9999999999999999,0.71178445,0.7046880897187136,0.007096360281286462
-0.3,0.9999999999999999,0.747905931,0.740818220681718,0.007087710318282037
-0.25,0.9999999999999999,0.785840597,0.778800783071405,0.0070398139285949846
-0.2,0.9999999999999999,0.825677404,0.8187307530779819,0.006946650922018072
-0.15,0.9999999999999999,0.867509455,0.8607079764250579,0.006801478574942066
-0.1,0.9999999999999999,0.91143418,0.9048374180359596,0.006596761964040354
-0.05,0.9999999999999999,0.957553502,0.9512294245007141,0.006324077499285874
2.91433544e-16,0.9999999999999999,1.00597403,1.0000000000000004,0.0059740299999995194
0.05,0.9999999999999999,1.05680723,1.0512710963760243,0.005536133623975648
0.1,0.9999999999999999,1.11016963,1.1051709180756477,0.004998711924352195
0.15,0.9999999999999999,1.16618299,1.161834242728283,0.004348747271716968
0.2,0.9999999999999999,1.22497454,1.22140275816017,0.0035717818398299794
0.25,0.9999999999999999,1.28667714,1.2840254166877414,0.0026517233122587136
0.3,0.9999999999999999,1.35142948,1.3498588075760032,0.0015706724239967773
0.35,0.9999999999999999,1.41937634,1.4190675485932571,0.00030879140674278105
0.4,0.9999999999999999,1.49066871,1.4918246976412703,-0.0011559876412703396
0.45,0.9999999999999999,1.56546409,1.5683121854901687,-0.002848095490168623
0.5,0.9999999999999999,1.64392662,1.6487212707001282,-0.004794650700128189
0.55,0.9999999999999999,1.72622734,1.7332530178673955,-0.007025677867395386
0.6,0.9999999999999999,1.81254435,1.822118800390509,-0.009574450390509082
0.65,0.9999999999999999,1.90306304,1.9155408290138962,-0.01247778901389629
0.7,0.9999999999999999,1.99797629,2.0137527074704766,-0.015776417470476645
0.75,0.9999999999999999,2.09748464,2.117000016612675,-0.019515376612674995
0.8,0.9999999999999999,2.20179647,2.225540928492468,-0.023744458492467757
0.85,0.9999999999999999,2.31112821,2.3396468519259908,-0.02851864192599063
0.9,0.9999999999999999,2.42570443,2.45960311115695,-0.03389868115694972
